Protein;Protein ID;Entry Name;Gene;Protein Length;Organism;Protein Existence;Description;Protein Probability;Top Peptide Probability;Combined Total Peptides;Combined Spectral Count;Combined Total Spectral Count;WT_RT_1 Intensity;WT_RT_2 Intensity;WT_RT_3 Intensity;WT_Cold_1 Intensity;WT_Cold_2 Intensity;WT_Cold_2 Intensity;WT_RT_1 MaxLFQ Intensity;WT_RT_2 MaxLFQ Intensity;WT_RT_3 MaxLFQ Intensity;WT_Cold_1 MaxLFQ Intensity;WT_Cold_2 MaxLFQ Intensity;WT_Cold_3 MaxLFQ Intensity;Indistinguishable Proteins
tr|F4JTN1|F4JTN1_ARATH;F4JTN1;F4JTN1_ARATH;At4g38350;1297;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Patched family protein;1;0.999;8;48;48;170349.89;78002.58;198606.31;101636.7;79242.94;98293.11;60160.69;50152.9;115462.1;44358.25;43942.836;52736.16;
tr|F4JU03|F4JU03_ARATH;F4JU03;F4JU03_ARATH;At4g19880;382;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Glutathione S-transferase family protein;0.9998;0.999;2;5;5;5820.6807;0;19697.777;0;0;0;0;0;0;0;0;0;
tr|F4JUE0|F4JUE0_ARATH;F4JUE0;F4JUE0_ARATH;At4g32590;180;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;2Fe-2S ferredoxin-like superfamily protein;1;0.999;4;24;24;845109.6;182775.42;721077.25;344175.22;385878.62;413515.88;415637.6;374774.28;784551.3;0;199246.72;276142.22;
tr|F4JV77|F4JV77_ARATH;F4JV77;F4JV77_ARATH;At4g32900;193;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;aminoacyl-tRNA hydrolase;1;0.999;13;162;162;964964.25;1380112.5;939878.25;310265.1;449026.3;826257.1;308927.5;366678.22;457514.38;136215.58;162187.58;235819.67;
tr|F4JVV9|F4JVV9_ARATH;F4JVV9;F4JVV9_ARATH;At4g32970;638;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;BRISC/BRCA1-A complex protein;0.898;0.9988;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
tr|F4JW20|F4JW20_ARATH;F4JW20;F4JW20_ARATH;At4g39420;3184;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Spatacsin carboxy-terminus protein;1;0.9989;2;17;17;93049;165118.22;214805.84;0;15001.607;74948.48;55101.18;101284.65;125063.7;0;0;44522.85;
tr|F4JXW9|F4JXW9_ARATH;F4JXW9;F4JXW9_ARATH;At5g11560;982;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;ER membrane protein complex subunit 1;1;0.999;6;16;16;83944.984;12405.91;121535.64;13186.447;15685.67;66629.14;19217.535;0;78935.914;0;0;34201.93;
tr|F4JXY6|F4JXY6_ARATH;F4JXY6;F4JXY6_ARATH;At5g11700;1453;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Ephrin type-B receptor;0.9098;0.9989;1;1;1;0;0;0;0;6896.287;8330.205;0;0;0;0;0;0;
tr|F4JYQ8|F4JYQ8_ARATH;F4JYQ8;F4JYQ8_ARATH;emb2737;459;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Embryo defective 2737;1;0.999;29;648;648;4064479.2;6109854;8587353;1903725.8;2730853.8;5237473.5;646591.06;965865;1498286.6;345781.2;446276.47;798746.94;
tr|F4JYV3|F4JYV3_ARATH;F4JYV3;F4JYV3_ARATH;At5g54170;449;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Polyketide cyclase/dehydrase and lipid transport superfamily protein;0.9067;0.9989;1;2;2;0;0;69681.555;0;0;0;0;0;0;0;0;0;
tr|F4K1G7|F4K1G7_ARATH;F4K1G7;F4K1G7_ARATH;MEE13.8;961;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;P-loop containing nucleoside triphosphate hydrolases superfamily protein;1;0.999;27;184;184;444626.75;760884.25;1895625.9;11327.405;133971.2;500122.88;72220.414;125816.484;314389.78;12427.289;36322.883;90719.234;
tr|F4K2D7|F4K2D7_ARATH;F4K2D7;F4K2D7_ARATH;MBL20.10;909;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;LETM1-like protein;1;0.999;46;644;644;1684190.4;2946991.5;5955215;927429.56;1248722.2;2747159.8;223265.98;401294.9;716131.7;132827.52;190441.66;357232.9;
tr|F4K2L8|F4K2L8_ARATH;F4K2L8;F4K2L8_ARATH;At5g19750;288;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein;0.9145;0.999;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
tr|F4K2M9|F4K2M9_ARATH;F4K2M9;F4K2M9_ARATH;At5g19850;359;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Alpha/beta-Hydrolases superfamily protein;1;0.999;8;88;88;245772.17;369435.94;791537.2;52958.83;132774.38;285343.6;77741.41;130473.53;255179.83;17900.828;42472.832;96622.31;
tr|F4K329|F4K329_ARATH;F4K329;F4K329_ARATH;At5g42765;229;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Plasma membrane fusion protein;1;0.999;4;27;27;29015.508;60300.285;92782.08;0;46594.938;180984.84;17028.932;35935.758;63326.957;0;26865.312;83017.805;
tr|F4K390|F4K390_ARATH;F4K390;F4K390_ARATH;At5g48830;517;Arabidopsis thaliana OX=3702;4:Protein predicted;Phosphoglycolate phosphatase;1;0.999;3;7;7;0;0;605424.75;0;0;0;0;0;0;0;0;0;
tr|F4K3A9|F4K3A9_ARATH;F4K3A9;F4K3A9_ARATH;At5g48960;642;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase;1;0.999;4;7;7;2403.2954;7711.275;117206.91;0;0;0;0;0;0;0;0;0;
tr|F4K452|F4K452_ARATH;F4K452;F4K452_ARATH;HBP5;395;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;SOUL heme-binding family protein;1;0.999;25;462;462;2594632.5;2760187.2;5339033.5;1065172;1587684.5;3047233.2;393201;461533.53;874353.06;177838.9;264545.28;495460.44;
tr|F4K498|F4K498_ARATH;F4K498;F4K498_ARATH;At5g27330;628;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Prefoldin chaperone subunit family protein;0.9987;0.999;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;
tr|F4K8X8|F4K8X8_ARATH;F4K8X8;F4K8X8_ARATH;MXI22.5;627;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;DNA repair protein RadA-like protein;0.7926;0.9972;1;1;1;5048.028;0;0;0;0;0;0;0;0;0;0;0;
tr|F4K940|F4K940_ARATH;F4K940;F4K940_ARATH;MIK19.5;551;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Dentin sialophosphoprotein-like;1;0.999;28;326;326;1430077.1;1593664;1891888.4;561783.9;694384.56;1049151.1;263784.8;339112.7;382796.12;138930.72;154868.66;218785.14;
tr|F4K975|F4K975_ARATH;F4K975;F4K975_ARATH;MDC12.2;263;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Sec14p-like phosphatidylinositol transfer family protein;1;0.999;5;15;15;28468.898;49969.22;169479.19;4004.2742;0;21217.582;19968.408;28490.727;68698.17;0;0;12133.581;
tr|F4K9G5|F4K9G5_ARATH;F4K9G5;F4K9G5_ARATH;At5g01650;122;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Tautomerase/MIF superfamily protein;1;0.999;5;26;26;51079.867;33167.29;663028.1;0;12372.033;133548.27;0;0;174559.31;0;0;49429.223;
tr|F4KA67|F4KA67_ARATH;F4KA67;F4KA67_ARATH;MXI10.2;337;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Alpha/beta-Hydrolases superfamily protein;1;0.999;11;43;43;9394.354;687539;424667.2;0;0;146890.75;0;212724.27;541943.8;0;0;194336.06;
tr|F4KAK0|F4KAK0_ARATH;F4KAK0;F4KAK0_ARATH;MUL3.12;116;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Tautomerase/MIF superfamily protein;0.9997;0.999;2;4;4;17025.445;0;25617.553;0;0;0;0;0;0;0;0;0;
tr|F4KBJ3|F4KBJ3_ARATH;F4KBJ3;F4KBJ3_ARATH;MBB18.5;374;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Alpha/beta-Hydrolases superfamily protein;1;0.999;15;302;302;1526336.1;1961643.2;3244798;286556.88;672374.06;2011091.1;392089.53;381251;594037.4;88534.65;178963.77;424508.94;
tr|F4KDE6|F4KDE6_ARATH;F4KDE6;F4KDE6_ARATH;MTI20.7;387;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;GTD-binding domain-containing protein;1;0.9982;2;70;70;311536.4;0;94692.45;254250.66;294110.6;375928.5;214437.6;0;0;163456.92;158299.08;219072.23;
tr|F4KFF0|F4KFF0_ARATH;F4KFF0;F4KFF0_ARATH;At5g09995;257;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Transmembrane protein;1;0.999;15;237;237;593977.3;692818.06;1430752.5;196349.42;314939.38;583780.5;141590.33;152918.73;196947.69;67349.234;99782.734;150063.9;
tr|F4KG64|F4KG64_ARATH;F4KG64;F4KG64_ARATH;At5g52410;761;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Oxidoreductase/transition metal ion-binding protein;1;0.999;57;1010;1039;4507317.5;4095490.5;9289759;1987047.1;2921570.5;5401835.5;462675.7;445624.9;1052110.1;223557.64;296739.88;548705.9;
tr|F4KHD5|F4KHD5_ARATH;F4KHD5;F4KHD5_ARATH;MPO12.160;2889;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;A-kinase anchor-like protein;0.9944;0.9989;3;3;3;0;0;12879.709;0;0;0;0;0;0;0;0;0;
tr|O04083|O04083_ARATH;O04083;O04083_ARATH;At1g11090;324;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Alpha/beta-Hydrolases superfamily protein;0.9848;0.999;2;2;2;0;0;61980.594;0;0;13407.478;0;0;0;0;0;0;
tr|O04342|O04342_ARATH;O04342;O04342_ARATH;At2g30530;371;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At2g30530/T6B20.12;0.9145;0.999;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;
tr|O22100|O22100_ARATH;O22100;O22100_ARATH;ATMRK1;391;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;ATMRK1;0.8239;0.9977;1;1;1;0;0;0;10012.074;0;0;0;0;0;0;0;0;
tr|O22164|O22164_ARATH;O22164;O22164_ARATH;AT2G44870;248;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Expressed protein;1;0.999;27;524;524;3111583.5;4020794.8;6372103;1165355.4;1969232.2;3569067.8;430374.47;536363.25;941797.75;161536.94;253986.56;463388.9;
tr|O22868|O22868_ARATH;O22868;O22868_ARATH;AT2G43540;169;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At2g43540;1;0.999;9;73;73;109704.72;244762.75;706895.06;14082.576;38370.28;181696.44;51711.6;64880.926;151829.75;0;18606.75;36791.625;
tr|O23137|O23137_ARATH;O23137;O23137_ARATH;F29G20.19;344;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g22850/F29G20_19;1;0.999;3;49;49;63741.758;66628.92;161524.1;26669.219;38069.96;112597.4;33208.254;39626.39;65924.516;15028.358;22571.566;42606.73;
tr|O23227|O23227_ARATH;O23227;O23227_ARATH;C7A10.830;378;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Alpha/beta-Hydrolases superfamily protein;1;0.999;19;195;195;641421.75;1095474.2;2332184;168079.45;432601.6;1227191.5;180462.28;265812.34;487360.4;55388.27;127567.87;288871.3;
tr|O23684|O23684_ARATH;O23684;O23684_ARATH;At2g41950;266;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At2g41950/T6D20.26;1;0.999;3;23;23;35487.5;2354.6953;145179.61;0;0;6446.422;13618.687;0;50694.516;0;0;0;
tr|O48852|O48852_ARATH;O48852;O48852_ARATH;At2g32650;139;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At2g32650;0.8885;0.9987;1;3;3;46837.1;0;77233.03;0;0;0;0;0;0;0;0;0;tr|Q9SKY2|Q9SKY2_ARATH
tr|O49695|O49695_ARATH;O49695;O49695_ARATH;At4g17960;154;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Phospholipid hydroperoxide glutathione peroxidase;0.9999;0.999;3;16;16;58055.316;70001.016;148752.05;28163.953;39004.01;55086.953;0;0;0;0;0;0;
tr|O64685|O64685_ARATH;O64685;O64685_ARATH;At2g34620;303;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Mitochondrial transcription termination factor family protein;0.9958;0.999;2;2;2;0;82406.6;10213.445;0;0;0;0;0;0;0;0;0;
tr|O64717|O64717_ARATH;O64717;O64717_ARATH;At2g02590;324;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Putative transport protein;1;0.9988;6;38;38;129528.69;193164.94;189145.19;66869.56;108992.23;151322.72;68775.164;91933.79;63736.16;28141.479;51044.19;69875.2;
tr|O64835|O64835_ARATH;O64835;O64835_ARATH;YCF37;167;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At2g23670/F26B6.32;1;0.999;4;62;62;99435.56;86661.36;224433.56;89909.7;165201.3;309519.53;38641.754;34158.05;115477.74;36495.23;65637.695;127775.91;
tr|O80456|O80456_ARATH;O80456;O80456_ARATH;At2g23390;469;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Acyl-CoA;1;0.999;7;18;18;16824.424;18740.412;280900.56;0;0;27301.707;0;0;66245.28;0;0;16839.438;
tr|O80503|O80503_ARATH;O80503;O80503_ARATH;AT2G44640;451;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Expressed protein;1;0.999;69;1989;1989;1.90E+07;2.63E+07;3.85E+07;6715743.5;9707447;1.79E+07;4263402.5;6004845.5;1.14E+07;1333500.8;1975406.8;3821150;
tr|O80576|O80576_ARATH;O80576;O80576_ARATH;late;325;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At2g44060;1;0.999;7;36;36;66293.14;54566.414;2466367;58664.008;109713.54;577188.6;112446.64;126838.086;313606.5;58409.574;97542.336;166913.05;
tr|O80780|O80780_ARATH;O80780;O80780_ARATH;At2g34310;242;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Expressed protein;0.9125;0.999;1;9;9;21041.834;0;0;0;0;33448.176;0;0;0;0;0;0;
tr|O80858|O80858_ARATH;O80858;O80858_ARATH;At2g30930;164;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Expressed protein;1;0.999;7;185;185;1114561.5;990978.5;705219.44;771653.8;698665.9;691307.8;405457;301564;776091.75;331165.9;310447.6;313612.44;
tr|O80924|O80924_ARATH;O80924;O80924_ARATH;At2g37540;321;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;NAD(P)-binding Rossmann-fold superfamily protein;1;0.999;3;7;7;0;10851.787;30728.945;0;0;22564.814;0;0;21371.463;0;0;0;
tr|O80962|O80962_ARATH;O80962;O80962_ARATH;ATATH8;814;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protein kinase superfamily protein;0.999;0.999;2;2;2;0;0;0;0;7067.911;0;0;0;0;0;0;0;
tr|O81296|O81296_ARATH;O81296;O81296_ARATH;At4g02370;167;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;AT4g02370 protein;0.9923;0.999;2;36;36;132420.72;62508.613;139193.5;79272.39;141316.45;341266.34;71125.37;34485.34;77405.95;44153.055;78793.21;187101.92;
tr|O81297|O81297_ARATH;O81297;O81297_ARATH;At4g02360;154;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;T14P8.17;0.9997;0.999;2;7;7;33386.6;0;51681.36;0;0;0;0;0;0;0;0;0;
tr|O82209|O82209_ARATH;O82209;O82209_ARATH;At2g19680;122;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Copia-like retroelement pol polyprotein;0.9957;0.999;3;2;4;0;0;0;0;0;10858.42;0;0;0;0;0;0;
tr|O82240|O82240_ARATH;O82240;O82240_ARATH;At2g47710;162;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Adenine nucleotide alpha hydrolases-like superfamily protein;0.998;0.999;2;2;2;0;0;89165.93;0;0;0;0;0;0;0;0;0;
tr|O82299|O82299_ARATH;O82299;O82299_ARATH;At2g35410;308;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Putative chloroplast RNA binding protein;1;0.999;12;125;125;605327.56;656609.4;1048320.9;108977.8;249980.92;629394;177327.48;199748.67;502144.47;46018.44;71261.95;173432.84;
tr|O82326|O82326_ARATH;O82326;O82326_ARATH;At2g14880/T26I20.4;141;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Expressed protein;1;0.999;9;61;61;691191.3;367944.44;1568973.2;116978.305;154313.03;496765;291722.3;207977.78;400370.62;66089.62;87199.98;184088.22;
tr|O82347|O82347_ARATH;O82347;O82347_ARATH;AT2G46220;241;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At2g46220/T3F17.13;1;0.999;8;123;123;495482.44;681995.9;798071.2;210956.44;208181.94;463438.84;125085.1;163454.89;230824.17;68748.39;82102.09;109221.336;
tr|O82384|O82384_ARATH;O82384;O82384_ARATH;CTF2B;427;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;FAD/NAD(P)-binding oxidoreductase family protein;1;0.999;21;126;177;295851.8;152475.23;1020069.4;53860.953;130218.97;366413.84;57091.38;57876.59;97843.83;21395.996;38056.945;71100;
tr|O82487|O82487_ARATH;O82487;O82487_ARATH;T12H20.10;358;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Phosphoenolpyruvate carboxylase family protein;1;0.999;10;125;125;443293.16;875635.1;923514.3;51283.785;125832.49;445224.12;116894.26;240682.56;291564.9;35011.387;39021.27;127832.26;
tr|O82790|O82790_ARATH;O82790;O82790_ARATH;At2g45990;268;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;AT2G45990 protein;1;0.999;10;48;50;222794.72;207199.42;577291.6;24353.645;50253.418;93078.22;96882.555;86220.5;193887.4;0;35877.18;59962.246;
tr|O82813|O82813_ARATH;O82813;O82813_ARATH;At2g22820;64;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;At2g22820;0.8548;0.9982;1;5;5;20310.71;25227.889;0;0;15518.902;0;0;0;0;0;0;0;
tr|Q058J9|Q058J9_ARATH;Q058J9;Q058J9_ARATH;DJA4;517;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At3g17830;1;0.999;11;103;103;270899.56;417279.06;999492.25;109380.72;204405.33;483531.6;55054.91;87697.94;174647.38;29293.236;44705.25;81393.09;
tr|Q08A97|Q08A97_ARATH;Q08A97;Q08A97_ARATH;MPA22.7;457;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At5g37530;0.9145;0.999;1;2;2;0;19217.656;16823.863;0;0;0;0;0;0;0;0;0;
tr|Q08AA8|Q08AA8_ARATH;Q08AA8;Q08AA8_ARATH;AT5G27290;341;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At5g27290;1;0.999;10;70;70;189516.36;240388.95;270565.94;20399.8;62554.92;211180.53;51975.812;61702.875;96219.03;19111.105;30550.176;57293.73;
tr|Q0WN54|Q0WN54_ARATH;Q0WN54;Q0WN54_ARATH;DJA7;500;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Molecular chaperone Hsp40/DnaJ family protein;1;0.999;19;345;345;2234765.5;2732494.2;4969992.5;699698;1020479.5;2241469;287559;375338.72;779815;106049.234;164569.73;294300.62;
tr|Q0WNC2|Q0WNC2_ARATH;Q0WNC2;Q0WNC2_ARATH;At1g08530;257;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Chitinase-like protein;1;0.999;12;253;253;923251.9;1102912.9;1328286.9;320284.72;521279.28;1014214.2;307937.88;399009.38;917863.7;153863.36;199608.55;335244.3;
tr|Q0WSJ9|Q0WSJ9_ARATH;Q0WSJ9;Q0WSJ9_ARATH;AT3G02510;393;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Regulator of chromosome condensation (RCC1) family protein;1;0.999;6;26;26;38857.203;30712.152;352815.2;0;0;52870.44;21649.5;24426.492;130340.3;0;0;26284.277;
tr|Q0WSU9|Q0WSU9_ARATH;Q0WSU9;Q0WSU9_ARATH;MXI22.4;479;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At5g50330;1;0.999;24;129;206;431870.4;146915.92;1360755.6;59957.984;130724.16;630396.5;125914.62;127205.055;323352.97;66982.39;91055.97;186696.3;
tr|Q0WVJ5|Q0WVJ5_ARATH;Q0WVJ5;Q0WVJ5_ARATH;XBCP3;437;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g09850;1;0.999;5;58;58;451147.47;22043.434;205358.94;194619.78;256654.4;356093.4;243861.55;0;337166.66;122667.086;129257.26;202066.11;
tr|Q147P9|Q147P9_ARATH;Q147P9;Q147P9_ARATH;AT5G10050;279;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At5g10050;1;0.999;20;416;416;1660934.9;1782575.2;3341576.2;367656.66;631433.25;1415489.8;258085.84;302084.66;560205.6;71270.98;107578.46;207523.44;
tr|Q1G3L2|Q1G3L2_ARATH;Q1G3L2;Q1G3L2_ARATH;AT4G01883;224;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Polyketide cyclase / dehydrase and lipid transport protein;1;0.999;6;32;34;161930.31;189828.06;510445.38;23601.143;33385.79;142345.86;68763.266;79944.836;187602.25;19273.137;26453.135;58254.074;
tr|Q1H5B1|Q1H5B1_ARATH;Q1H5B1;Q1H5B1_ARATH;MRH10.11;399;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At5g44000;1;0.999;14;154;154;855261.25;982154.25;1485023.6;329249.5;442575.56;693209.1;352226.38;401672.97;790667.56;158840.84;201200.53;366444.2;
tr|Q1H5D6|Q1H5D6_ARATH;Q1H5D6;Q1H5D6_ARATH;At3g63390;175;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At3g63390;1;0.999;8;50;50;236730.77;370357.03;446383.28;108179.45;165547.5;322289.34;121058.53;202574.31;427506.1;57853.4;89510.49;161592.28;
tr|Q1H5E3|Q1H5E3_ARATH;Q1H5E3;Q1H5E3_ARATH;At5g16870;169;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;aminoacyl-tRNA hydrolase;1;0.999;10;74;83;260644.67;220273.52;473660.9;17187.188;80108.21;140952;56840.72;57641.47;101797.59;0;26527.182;38978.2;
tr|Q29Q13|Q29Q13_ARATH;Q29Q13;Q29Q13_ARATH;MJH22.10;366;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At5g63040;1;0.999;11;93;93;251745.62;339457.06;616347.06;118594.96;198936.31;230107.61;83853.11;132370.3;227653.61;48314.61;72273.836;86484.19;
tr|Q2HIQ2|Q2HIQ2_ARATH;Q2HIQ2;Q2HIQ2_ARATH;At1g01170;83;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g01170;1;0.999;3;25;27;51798.914;64185.875;131978.2;10482.941;16772.125;41485.844;0;0;0;0;0;0;
tr|Q2HIU0|Q2HIU0_ARATH;Q2HIU0;Q2HIU0_ARATH;AT3G15110;266;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At3g15110;0.9998;0.999;1;20;20;6921.9985;24321.422;59718.383;0;20086.117;50822.207;0;17338.893;44156.863;0;15101.13;32535.918;
tr|Q2HIU1|Q2HIU1_ARATH;Q2HIU1;Q2HIU1_ARATH;AT4G29070;259;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;At4g29070;1;0.999;4;15;15;0;0;35975.168;0;0;59621.227;0;0;62171.695;0;0;30490.775;
tr|Q38842|Q38842_ARATH;Q38842;Q38842_ARATH;ATOZI1;80;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;AT0ZI1 protein;1;0.999;4;32;32;119016;46310.242;201634.98;66648.51;92636.59;136306.7;57463.926;0;104974.41;31339.367;38466.867;68335.93;
tr|Q39142|Q39142_ARATH;Q39142;Q39142_ARATH;Lhb1B1;266;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Chlorophyll a-b binding protein, chloroplastic;1;0.999;10;58;380;298630.97;336857.38;1030138.56;558837.56;704137.2;1315606.1;172052.94;187789.42;556287.5;265622.56;402923.5;734804.3;
tr|Q3EDE7|Q3EDE7_ARATH;Q3EDE7;Q3EDE7_ARATH;At1g10990;192;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Transmembrane protein;0.9141;0.999;1;2;2;0;21090.12;50107.125;0;0;0;0;0;0;0;0;0;
tr|Q42139|Q42139_ARATH;Q42139;Q42139_ARATH;PDE334;219;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;AT4g32260/F10M6_100;1;0.999;23;721;721;5784346.5;5612883;7574642;5336295.5;8271351.5;1.53E+07;1180952.9;1111031.8;1539483;1206422.1;1757858.2;3138987;
tr|Q42338|Q42338_ARATH;Q42338;Q42338_ARATH;T24C20_20;88;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;AT3G48140 protein;1;0.999;5;7;7;10970.432;5827.5957;78656.03;0;0;0;0;0;0;0;0;0;
tr|Q4PL95|Q4PL95_ARATH;Q4PL95;Q4PL95_ARATH;AT2G40313;276;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Autophagy-like protein;0.8125;0.9975;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
tr|Q500X2|Q500X2_ARATH;Q500X2;Q500X2_ARATH;AT5G04440;255;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At5g04440;1;0.999;6;46;46;311603.2;392298.97;1107802.4;41055.555;59757.332;141543.66;147461.84;158451.58;223307.05;20396.86;30151.752;67931.99;
tr|Q501F7|Q501F7_ARATH;Q501F7;Q501F7_ARATH;At1g21440;336;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g21440;1;0.999;7;36;36;67390.31;28402.408;197129.34;18241.902;47775.887;72214.3;22535.08;21559.994;38003.246;11977.993;14270.019;23528.613;
tr|Q56XE2|Q56XE2_ARATH;Q56XE2;Q56XE2_ARATH;At1g77122;323;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At1g77122;0.8093;0.9975;1;3;3;26558.121;31329.152;0;0;0;0;0;0;0;0;0;0;
tr|Q56Y15|Q56Y15_ARATH;Q56Y15;Q56Y15_ARATH;AT4G27620;325;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At4g27620;1;0.999;7;96;96;240002.33;392496.62;380681.7;135882.9;191149.78;429293.94;69068.93;104075.59;122077.42;41708.06;57426.33;103446.59;
tr|Q570G3|Q570G3_ARATH;Q570G3;Q570G3_ARATH;At3g13800;361;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At3g13800;0.9844;0.999;2;2;2;0;23780.824;27511.656;0;0;0;0;0;0;0;0;0;
tr|Q5EAH9|Q5EAH9_ARATH;Q5EAH9;Q5EAH9_ARATH;AT3G55760;578;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;At3g55760;1;0.999;2;20;20;98109.875;64488.395;65892.47;30786.092;35833.758;48927.418;0;0;0;0;0;0;
